geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
29	hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+109+112+113+1277+1278+1281+196883+2149+2771+2776+3673+3688+4638+4846+5293+5321+5331+5739+6714+7094+7408+9138+9475	113	23	11.5264488174761	1.99541076043543	0.000853854531079334	0.00877409138833247	109;112;113;1277;1278;1281;196883;2149;2771;2776;3673;3688;4638;4846;5293;5321;5331;5739;6714;7094;7408;9138;9475	ADCY3;ADCY4;ADCY6;ADCY7;ARHGEF1;COL1A1;COL1A2;COL3A1;F2R;GNAI2;GNAQ;ITGA2;ITGB1;MYLK;NOS3;PIK3CD;PLA2G4A;PLCB3;PTGIR;ROCK2;SRC;TLN1;VASP	pathway_KEGG
30	hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+10379+10401+1437+1439+1489+3455+3459+3460+3569+3570+3597+3598+3953+3976+4170+4609+5154+5156+5159+5293+595+6773+6775+7066+7297+9021+9180	142	27	14.4845640007222	1.86405334662844	0.000953659917157568	0.00947302184376517	10379;10401;1437;1439;1489;3455;3459;3460;3569;3570;3597;3598;3953;3976;4170;4609;5154;5156;5159;5293;595;6773;6775;7066;7297;9021;9180	CCND1;CSF2;CSF2RB;CTF1;IFNAR2;IFNGR1;IFNGR2;IL13RA1;IL13RA2;IL6;IL6R;IRF9;LEPR;LIF;MCL1;MYC;OSMR;PDGFA;PDGFRA;PDGFRB;PIAS3;PIK3CD;SOCS3;STAT2;STAT4;THPO;TYK2	pathway_KEGG
31	hsa05143	African trypanosomiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05143+2150+2776+3383+355+3569+3910+4615+5331+6401+7412	33	10	3.36613107059036	2.97076964333602	0.00118567604349806	0.011397789063304	2150;2776;3383;355;3569;3910;4615;5331;6401;7412	F2RL1;FAS;GNAQ;ICAM1;IL6;LAMA4;MYD88;PLCB3;SELE;VCAM1	pathway_KEGG
32	hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+1843+1906+2353+3383+3551+3554+4217+4313+4846+5154+5293+5327+5598+6385+6401+652+659+6714+7056+7132+7412+7850+857+9181	123	24	12.5464885358368	1.91288581912368	0.00124136443699374	0.0115602063195042	1843;1906;2353;3383;3551;3554;4217;4313;4846;5154;5293;5327;5598;6385;6401;652;659;6714;7056;7132;7412;7850;857;9181	ARHGEF2;BMP4;BMPR2;CAV1;DUSP1;EDN1;FOS;ICAM1;IKBKB;IL1R1;IL1R2;MAP3K5;MAPK7;MMP2;NOS3;PDGFA;PIK3CD;PLAT;SDC4;SELE;SRC;THBD;TNFRSF1A;VCAM1	pathway_KEGG
33	hsa04380	Osteoclast differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04380+10379+140885+1513+2353+2354+2355+3455+3459+3460+3551+3554+3726+3727+4772+4791+5293+6773+7040+7132+7297+8061+9020+9021	118	23	12.0364686766564	1.91085945702715	0.00158072745833682	0.0142744479571022	10379;140885;1513;2353;2354;2355;3455;3459;3460;3551;3554;3726;3727;4772;4791;5293;6773;7040;7132;7297;8061;9020;9021	CTSK;FOS;FOSB;FOSL1;FOSL2;IFNAR2;IFNGR1;IFNGR2;IKBKB;IL1R1;IRF9;JUNB;JUND;MAP3K14;NFATC1;NFKB2;PIK3CD;SIRPA;SOCS3;STAT2;TGFB1;TNFRSF1A;TYK2	pathway_KEGG
34	hsa04921	Oxytocin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04921+10398+109+112+113+196883+2353+2771+2776+3759+4638+4660+4772+4846+4882+5021+5321+5331+5598+5743+595+5997+6714+775+782+9475	133	25	13.5665282541975	1.84277064342272	0.00172177717287769	0.0146697602316642	10398;109;112;113;196883;2353;2771;2776;3759;4638;4660;4772;4846;4882;5021;5321;5331;5598;5743;595;5997;6714;775;782;9475	ADCY3;ADCY4;ADCY6;ADCY7;CACNA1C;CACNB1;CCND1;FOS;GNAI2;GNAQ;KCNJ2;MAPK7;MYL9;MYLK;NFATC1;NOS3;NPR2;OXTR;PLA2G4A;PLCB3;PPP1R12B;PTGS2;RGS2;ROCK2;SRC	pathway_KEGG
35	hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+10892+2920+29775+3383+3551+3554+4615+4791+5328+5335+5743+6387+7128+7132+7185+7412+8837+9020+958	91	19	9.28236143708251	2.04689293007877	0.00172295841647063	0.0146697602316642	10892;2920;29775;3383;3551;3554;4615;4791;5328;5335;5743;6387;7128;7132;7185;7412;8837;9020;958	CARD10;CD40;CFLAR;CXCL12;CXCL2;ICAM1;IKBKB;IL1R1;MALT1;MAP3K14;MYD88;NFKB2;PLAU;PLCG1;PTGS2;TNFAIP3;TNFRSF1A;TRAF1;VCAM1	pathway_KEGG
36	hsa04060	Cytokine-cytokine receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04060+10344+1437+1439+1489+23529+27242+2920+2921+3455+3459+3460+355+3554+3556+3569+3570+3597+3598+3624+3625+3953+3976+51330+6387+652+659+7040+7043+7066+7132+7133+7292+7850+84957+8718+8793+8795+8809+9180+958	248	40	25.2969850153457	1.5812161004853	0.00200836351460032	0.0165579997077896	10344;1437;1439;1489;23529;27242;2920;2921;3455;3459;3460;355;3554;3556;3569;3570;3597;3598;3624;3625;3953;3976;51330;6387;652;659;7040;7043;7066;7132;7133;7292;7850;84957;8718;8793;8795;8809;9180;958	BMP4;BMPR2;CCL26;CD40;CLCF1;CSF2;CSF2RB;CTF1;CXCL12;CXCL2;CXCL3;FAS;IFNAR2;IFNGR1;IFNGR2;IL13RA1;IL13RA2;IL18R1;IL1R1;IL1R2;IL1RAP;IL6;IL6R;INHBA;INHBB;LEPR;LIF;OSMR;RELT;TGFB1;TGFB3;THPO;TNFRSF10B;TNFRSF10D;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFSF4	pathway_KEGG
37	hsa04340	Hedgehog signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04340+1454+2619+2735+2736+50846+51684+57154+595+64750+8643+91653	41	11	4.18216284527893	2.63021800129506	0.00205585902412153	0.0165579997077896	1454;2619;2735;2736;50846;51684;57154;595;64750;8643;91653	BOC;CCND1;CSNK1E;DHH;GAS1;GLI1;GLI2;PTCH2;SMURF1;SMURF2;SUFU	pathway_KEGG
38	hsa04514	Cell adhesion molecules (CAMs)	http://www.kegg.jp/kegg-bin/show_pathway?hsa04514+1001+10686+1462+23114+3383+3680+3688+3696+54413+57555+5797+58494+6385+6401+6403+7412+83700+8506+8516+9019+9076+958+9672	122	23	12.4444845640007	1.84820832728855	0.00249488125872466	0.0195651214499986	1001;10686;1462;23114;3383;3680;3688;3696;54413;57555;5797;58494;6385;6401;6403;7412;83700;8506;8516;9019;9076;958;9672	CD40;CDH3;CLDN1;CLDN16;CNTNAP1;ICAM1;ITGA8;ITGA9;ITGB1;ITGB8;JAM2;JAM3;MPZL1;NFASC;NLGN2;NLGN3;PTPRM;SDC3;SDC4;SELE;SELP;VCAM1;VCAN	pathway_KEGG
39	hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+10381+109+112+113+196883+2697+2771+2776+3357+5154+5156+5159+5331+5598+6714+7846+84617	81	17	8.26232171872179	2.05753304927346	0.00279484987423562	0.0211078924466792	10381;109;112;113;196883;2697;2771;2776;3357;5154;5156;5159;5331;5598;6714;7846;84617	ADCY3;ADCY4;ADCY6;ADCY7;GJA1;GNAI2;GNAQ;HTR2B;MAPK7;PDGFA;PDGFRA;PDGFRB;PLCB3;SRC;TUBA1A;TUBB3;TUBB6	pathway_KEGG
40	hsa04670	Leukocyte transendothelial migration	http://www.kegg.jp/kegg-bin/show_pathway?hsa04670+10398+10686+2771+3383+3688+4313+5293+5335+58494+6387+7070+7408+7412+7414+81+83700+87+9076+9475	95	19	9.69037732442679	1.96070796460177	0.0029000746146044	0.0211078924466792	10398;10686;2771;3383;3688;4313;5293;5335;58494;6387;7070;7408;7412;7414;81;83700;87;9076;9475	ACTN1;ACTN4;CLDN1;CLDN16;CXCL12;GNAI2;ICAM1;ITGB1;JAM2;JAM3;MMP2;MYL9;PIK3CD;PLCG1;ROCK2;THY1;VASP;VCAM1;VCL	pathway_KEGG
41	hsa04724	Glutamatergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04724+109+112+113+116444+1742+196883+2744+2771+2776+2784+2906+2912+5321+5331+5338+57030+59345+7220+775+85358	102	20	10.4044051272793	1.92226271039389	0.00290410600776458	0.0211078924466792	109;112;113;116444;1742;196883;2744;2771;2776;2784;2906;2912;5321;5331;5338;57030;59345;7220;775;85358	ADCY3;ADCY4;ADCY6;ADCY7;CACNA1C;DLG4;GLS;GNAI2;GNAQ;GNB3;GNB4;GRIN2D;GRIN3B;GRM2;PLA2G4A;PLCB3;PLD2;SHANK3;SLC17A7;TRPC1	pathway_KEGG
42	hsa01521	EGFR tyrosine kinase inhibitor resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01521+2064+2261+2309+2549+3082+3480+3569+3570+5154+5156+5159+5293+5335+558+6464+6714	78	16	7.95630980321358	2.01098252779669	0.00466823892791624	0.0327644499255547	2064;2261;2309;2549;3082;3480;3569;3570;5154;5156;5159;5293;5335;558;6464;6714	AXL;ERBB2;FGFR3;FOXO3;GAB1;HGF;IGF1R;IL6;IL6R;PDGFA;PDGFRA;PDGFRB;PIK3CD;PLCG1;SHC1;SRC	pathway_KEGG
43	hsa01522	Endocrine resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01522+109+112+113+182+1839+196883+2064+2353+28514+3480+3714+4313+4851+4854+5293+595+6464+6714	92	18	9.38436540891858	1.91808387841478	0.00472775619731158	0.0327644499255547	109;112;113;182;1839;196883;2064;2353;28514;3480;3714;4313;4851;4854;5293;595;6464;6714	ADCY3;ADCY4;ADCY6;ADCY7;CCND1;DLL1;ERBB2;FOS;HBEGF;IGF1R;JAG1;JAG2;MMP2;NOTCH1;NOTCH3;PIK3CD;SHC1;SRC	pathway_KEGG
44	hsa05142	Chagas disease (American trypanosomiasis)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05142+2353+2769+2771+2776+3459+3460+355+3551+3569+4088+4615+5054+5293+5331+7040+7043+7132+841+8837	101	19	10.3024011554432	1.84423026373434	0.00587156768859609	0.039766526618219	2353;2769;2771;2776;3459;3460;355;3551;3569;4088;4615;5054;5293;5331;7040;7043;7132;841;8837	CASP8;CFLAR;FAS;FOS;GNA15;GNAI2;GNAQ;IFNGR1;IFNGR2;IKBKB;IL6;MYD88;PIK3CD;PLCB3;SERPINE1;SMAD3;TGFB1;TGFB3;TNFRSF1A	pathway_KEGG
88	GO:0048729	tissue morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048729	484	112	48.8532281912272	2.29258135330578	0	0	59;182;388;652;659;977;1281;1282;1289;1291;1292;1293;1294;1601;1839;1901;1906;1909;1948;1951;1969;2043;2246;2296;2300;2316;2736;3082;3212;3214;3371;3488;3624;3673;3678;3688;3691;3714;3872;3911;3976;4088;4092;4148;4323;4487;4609;4638;4846;4851;5154;5310;5311;5361;5371;5914;5916;6091;6385;6423;6495;6497;6615;6659;6714;7040;7041;7043;7052;7074;7168;7291;7408;7414;7472;8013;8091;8323;8463;8516;8543;8626;8646;8828;8829;9021;9314;9353;9839;10253;10395;10512;10630;10765;23129;23414;23493;23767;26508;27031;27086;28514;51684;54910;57154;57619;59277;64321;64750;90102;130497;144165	ACTA2;BMP4;BMPR2;CD151;CELSR3;CHRD;COL3A1;COL4A1;COL5A1;COL6A1;COL6A2;COL6A3;COL7A1;DAB2;DLC1;DLL1;EDN1;EDNRA;EFNB2;EPHA2;EPHA4;FGF1;FLNA;FLRT3;FOXC1;FOXL1;FOXP1;FZD6;GLI2;HBEGF;HEY2;HEYL;HGF;HMGA2;HOXB2;HOXB4;IGFBP5;INHBA;ITGA2;ITGA5;ITGA8;ITGB1;ITGB4;JAG1;JAG2;KDM5B;KLF4;KRT17;LAMA5;LIF;LMO4;MATN3;MMP14;MSX1;MYC;MYLK;NOS3;NOTCH1;NPHP3;NR4A3;NRP1;NRP2;NTN4;OSR1;PDGFA;PDPN;PHLDB2;PKD1;PKD2;PLXNA1;PLXND1;PML;PRICKLE1;RARA;RARG;RHOB;ROBO1;S1PR1;SDC4;SEMA3C;SEMA4C;SFRP2;SHROOM3;SIX1;SKI;SLIT2;SMAD3;SMAD7;SMURF1;SMURF2;SNAI1;SOCS3;SOX17;SOX4;SPRY2;SRC;SUFU;TEAD2;TGFB1;TGFB1I1;TGFB3;TGM2;TIAM1;TNC;TP63;TPM1;TWIST1;VASP;VCL;WNT2;ZEB2;ZFPM2	geneontology_Biological_Process
89	GO:0048514	blood vessel morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048514	473	132	47.7429275505175	2.7648074127907	0	0	182;187;284;301;302;347;348;388;639;652;659;677;688;857;861;958;1281;1282;1284;1295;1296;1311;1634;1901;1906;1909;1942;1948;1969;2004;2013;2050;2064;2113;2152;2191;2246;2296;2549;2627;3082;3164;3200;3213;3339;3569;3678;3688;3696;3726;3911;3953;4017;4035;4092;4162;4215;4223;4313;4323;4327;4627;4638;4846;4851;4854;5054;5154;5156;5159;5176;5311;5335;5371;5396;5598;5743;5764;5797;6091;6237;6423;6464;6495;6659;6672;6678;7010;7026;7040;7045;7057;7058;7070;7075;7128;7291;7857;8038;8091;8434;8463;8817;8828;8829;9037;9314;9353;9475;10253;10769;11117;22905;23129;23414;23493;25976;27286;28514;29775;51330;51564;55742;57125;57381;64321;80149;80781;83700;126393;153090;168667	ADAM12;ANGPT1;ANXA1;ANXA2;APLNR;APOD;APOE;BMP4;BMPER;BMPR2;CARD10;CAV1;CD40;COL18A1;COL3A1;COL4A1;COL4A2;COL8A1;COL8A2;COMP;DAB2IP;DCN;DLL1;EDN1;EDNRA;EFNA1;EFNB2;ELK3;EMILIN1;EMP2;EPHA2;EPHB4;EPN2;ERBB2;ETS1;F3;FAP;FGF1;FGF18;FOXC1;GAB1;GATA6;HDAC7;HEY2;HGF;HMGA2;HOXA3;HOXB3;HSPB6;HSPG2;IL6;ITGA5;ITGB1;ITGB8;JAG1;JAM3;JUNB;KLF4;KLF5;LAMA5;LEPR;LOXL2;LRP1;MAP3K3;MAPK7;MCAM;MEOX2;MMP14;MMP19;MMP2;MYH9;MYLK;NOS3;NOTCH1;NOTCH3;NR2F2;NR4A1;NRP1;NRP2;PARVA;PDGFA;PDGFRA;PDGFRB;PKD2;PLCG1;PLK2;PLXDC1;PLXND1;PML;PRDM1;PRRX1;PTGS2;PTN;PTPRM;RECK;RHOB;RHOJ;ROBO1;ROCK2;RRAS;RUNX1;S1PR1;SCG2;SEMA5A;SERPINE1;SERPINF1;SFRP2;SHC1;SIX1;SLIT2;SMAD7;SOX17;SOX4;SP100;SPARC;SPRY2;SRPX2;TEAD2;TEK;TGFB1;TGFBI;THBS1;THBS2;THY1;TIE1;TIPARP;TNFAIP3;TNFRSF12A;TWIST1;ZC3H12A;ZFP36L1;ZFPM2	geneontology_Biological_Process
90	GO:0040017	positive regulation of locomotion	http://amigo.geneontology.org/amigo/term/GO:0040017	430	106	43.4026614095614	2.44224654796512	0	0	81;150;177;284;301;388;652;659;857;958;977;1240;1277;1601;1839;1901;1906;2113;2149;2150;2152;2241;2246;2316;2549;2771;2886;3082;3383;3480;3488;3554;3569;3570;3673;3678;3912;4088;4162;4215;4323;4638;4739;4846;4851;4908;5054;5154;5156;5159;5293;5328;5335;5743;6387;6403;6405;6615;6678;6714;7010;7040;7057;7070;7074;7114;7130;7291;7857;8013;8482;8817;8828;8829;8874;9037;9181;9353;9448;9475;9510;9647;9732;9806;10013;10253;10344;10509;10512;10630;10769;27086;27286;50507;51564;54434;54910;57381;57715;64750;80149;80781;85360;117581;131578;153090	ACTN4;ADAMTS1;ADRA2A;AGER;ANGPT1;ANXA1;ARHGEF2;ARHGEF7;BMP4;BMPR2;CAV1;CCL26;CD151;CD40;CMKLR1;COL18A1;COL1A1;CXCL12;DAB2;DAB2IP;DOCK4;EDN1;ETS1;F2R;F2RL1;F3;FER;FGF1;FGF18;FLNA;FOXP1;GAB1;GNAI2;GRB7;HBEGF;HDAC6;HDAC7;HGF;ICAM1;IGF1R;IGFBP5;IL1R1;IL6;IL6R;ITGA2;ITGA5;LAMB1;LRRC15;MAP3K3;MAP4K4;MCAM;MMP14;MYLK;NEDD9;NOS3;NOTCH1;NOX4;NR4A3;NRP1;NRP2;NTF3;PDGFA;PDGFRA;PDGFRB;PDPN;PIK3CD;PLAU;PLCG1;PLK2;PPM1F;PTGS2;RHOB;RHOJ;ROCK2;S1PR1;SCG2;SELP;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINE1;SLIT2;SMAD3;SMURF2;SNAI1;SPARC;SPOCK2;SPRY2;SRC;SRPX2;SSH1;SYDE1;TEK;TGFB1;THBS1;THY1;TIAM1;TMSB4X;TNFAIP6;TWIST1;TWIST2;ZC3H12A	geneontology_Biological_Process
91	GO:0051272	positive regulation of cellular component movement	http://amigo.geneontology.org/amigo/term/GO:0051272	413	104	41.6867422375554	2.49479797215496	0	0	81;150;284;301;388;604;652;659;857;958;977;1240;1277;1601;1839;1901;1906;2113;2149;2150;2152;2241;2246;2316;2549;2771;2886;3082;3383;3480;3488;3554;3569;3570;3673;3678;3912;4088;4162;4215;4323;4638;4739;4846;4851;4908;5054;5154;5156;5159;5293;5328;5335;5743;6387;6403;6405;6615;6678;6714;7010;7040;7057;7070;7074;7114;7130;7291;8013;8482;8817;8828;8829;8874;9037;9181;9448;9475;9510;9647;9732;9806;10013;10253;10344;10509;10512;10630;10769;27086;27286;50507;51564;54434;54910;57381;57715;64750;80149;80781;85360;117581;131578;153090	ACTN4;ADAMTS1;ADRA2A;ANGPT1;ANXA1;ARHGEF2;ARHGEF7;BCL6;BMP4;BMPR2;CAV1;CCL26;CD151;CD40;CMKLR1;COL18A1;COL1A1;CXCL12;DAB2;DAB2IP;DOCK4;EDN1;ETS1;F2R;F2RL1;F3;FER;FGF1;FGF18;FLNA;FOXP1;GAB1;GNAI2;GRB7;HBEGF;HDAC6;HDAC7;HGF;ICAM1;IGF1R;IGFBP5;IL1R1;IL6;IL6R;ITGA2;ITGA5;LAMB1;LRRC15;MAP3K3;MAP4K4;MCAM;MMP14;MYLK;NEDD9;NOS3;NOTCH1;NOX4;NR4A3;NRP1;NRP2;NTF3;PDGFA;PDGFRA;PDGFRB;PDPN;PIK3CD;PLAU;PLCG1;PLK2;PPM1F;PTGS2;RHOB;RHOJ;ROCK2;S1PR1;SELP;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINE1;SMAD3;SMURF2;SNAI1;SPARC;SPOCK2;SPRY2;SRC;SRPX2;SSH1;SYDE1;TEK;TGFB1;THBS1;THY1;TIAM1;TMSB4X;TNFAIP6;TWIST1;TWIST2;ZC3H12A	geneontology_Biological_Process
92	GO:2000147	positive regulation of cell motility	http://amigo.geneontology.org/amigo/term/GO:2000147	404	103	40.7783144406111	2.52585231667698	0	0	81;150;284;301;388;652;659;857;958;977;1240;1277;1601;1839;1901;1906;2113;2149;2150;2152;2241;2246;2316;2549;2771;2886;3082;3383;3480;3488;3554;3569;3570;3673;3678;3912;4088;4162;4215;4323;4638;4739;4846;4851;4908;5054;5154;5156;5159;5293;5328;5335;5743;6387;6403;6405;6615;6678;6714;7010;7040;7057;7070;7074;7114;7130;7291;8013;8482;8817;8828;8829;8874;9037;9181;9448;9475;9510;9647;9732;9806;10013;10253;10344;10509;10512;10630;10769;27086;27286;50507;51564;54434;54910;57381;57715;64750;80149;80781;85360;117581;131578;153090	ACTN4;ADAMTS1;ADRA2A;ANGPT1;ANXA1;ARHGEF2;ARHGEF7;BMP4;BMPR2;CAV1;CCL26;CD151;CD40;CMKLR1;COL18A1;COL1A1;CXCL12;DAB2;DAB2IP;DOCK4;EDN1;ETS1;F2R;F2RL1;F3;FER;FGF1;FGF18;FLNA;FOXP1;GAB1;GNAI2;GRB7;HBEGF;HDAC6;HDAC7;HGF;ICAM1;IGF1R;IGFBP5;IL1R1;IL6;IL6R;ITGA2;ITGA5;LAMB1;LRRC15;MAP3K3;MAP4K4;MCAM;MMP14;MYLK;NEDD9;NOS3;NOTCH1;NOX4;NR4A3;NRP1;NRP2;NTF3;PDGFA;PDGFRA;PDGFRB;PDPN;PIK3CD;PLAU;PLCG1;PLK2;PPM1F;PTGS2;RHOB;RHOJ;ROCK2;S1PR1;SELP;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINE1;SMAD3;SMURF2;SNAI1;SPARC;SPOCK2;SPRY2;SRC;SRPX2;SSH1;SYDE1;TEK;TGFB1;THBS1;THY1;TIAM1;TMSB4X;TNFAIP6;TWIST1;TWIST2;ZC3H12A	geneontology_Biological_Process
93	GO:0001525	angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001525	400	112	40.3745687530803	2.7740234375	0	0	182;187;284;301;302;347;388;652;688;857;861;958;1282;1284;1295;1296;1634;1901;1906;1909;1942;1948;1969;2004;2013;2050;2064;2113;2152;2191;2246;2296;2549;2627;3082;3164;3200;3213;3339;3569;3678;3688;3696;3911;3953;4017;4162;4215;4223;4313;4323;4327;4627;4846;4851;4854;5054;5154;5156;5159;5176;5335;5371;5598;5743;5764;5797;6091;6237;6423;6464;6672;6678;7010;7045;7057;7058;7070;7075;7128;7291;7857;8038;8091;8434;8817;8828;8829;9037;9314;9353;9475;10253;10769;11117;22905;23129;27286;28514;29775;51330;51564;55742;57125;57381;64321;80149;80781;83700;126393;153090;168667	ADAM12;ANGPT1;ANXA1;ANXA2;APLNR;APOD;BMP4;BMPER;CARD10;CAV1;CD40;COL18A1;COL4A1;COL4A2;COL8A1;COL8A2;DAB2IP;DCN;DLL1;EDN1;EDNRA;EFNA1;EFNB2;ELK3;EMILIN1;EMP2;EPHA2;EPHB4;EPN2;ERBB2;ETS1;F3;FAP;FGF1;FGF18;FOXC1;GAB1;GATA6;HDAC7;HGF;HMGA2;HOXA3;HOXB3;HSPB6;HSPG2;IL6;ITGA5;ITGB1;ITGB8;JAG1;JAM3;KLF4;KLF5;LAMA5;LEPR;LOXL2;MAP3K3;MAPK7;MCAM;MEOX2;MMP14;MMP19;MMP2;MYH9;NOS3;NOTCH1;NOTCH3;NR4A1;NRP1;NRP2;PARVA;PDGFA;PDGFRA;PDGFRB;PLCG1;PLK2;PLXDC1;PLXND1;PML;PTGS2;PTN;PTPRM;RECK;RHOB;RHOJ;ROBO1;ROCK2;RRAS;RUNX1;S1PR1;SCG2;SEMA5A;SERPINE1;SERPINF1;SFRP2;SHC1;SLIT2;SOX17;SP100;SPARC;SPRY2;SRPX2;TEK;TGFBI;THBS1;THBS2;THY1;TIE1;TNFAIP3;TNFRSF12A;TWIST1;ZC3H12A	geneontology_Biological_Process
94	GO:0030335	positive regulation of cell migration	http://amigo.geneontology.org/amigo/term/GO:0030335	393	101	39.6680137999014	2.54613201733461	0	0	81;150;284;301;388;652;659;857;958;977;1240;1277;1601;1839;1901;1906;2113;2149;2150;2152;2241;2246;2316;2549;2771;2886;3082;3383;3480;3488;3554;3569;3570;3673;3678;3912;4088;4162;4215;4323;4638;4739;4846;4851;4908;5054;5154;5156;5159;5293;5328;5335;5743;6387;6403;6405;6615;6678;6714;7010;7040;7057;7070;7074;7114;7130;8013;8482;8817;8828;8829;8874;9037;9181;9448;9475;9510;9647;9732;10013;10253;10344;10509;10512;10630;10769;27086;27286;50507;51564;54434;54910;57381;57715;64750;80149;80781;85360;117581;131578;153090	ACTN4;ADAMTS1;ADRA2A;ANGPT1;ANXA1;ARHGEF2;ARHGEF7;BMP4;BMPR2;CAV1;CCL26;CD151;CD40;CMKLR1;COL18A1;COL1A1;CXCL12;DAB2;DAB2IP;DOCK4;EDN1;ETS1;F2R;F2RL1;F3;FER;FGF1;FGF18;FLNA;FOXP1;GAB1;GNAI2;GRB7;HBEGF;HDAC6;HDAC7;HGF;ICAM1;IGF1R;IGFBP5;IL1R1;IL6;IL6R;ITGA2;ITGA5;LAMB1;LRRC15;MAP3K3;MAP4K4;MCAM;MMP14;MYLK;NEDD9;NOS3;NOTCH1;NOX4;NR4A3;NRP1;NRP2;NTF3;PDGFA;PDGFRA;PDGFRB;PDPN;PIK3CD;PLAU;PLCG1;PLK2;PPM1F;PTGS2;RHOB;RHOJ;ROCK2;S1PR1;SELP;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINE1;SMAD3;SMURF2;SNAI1;SPARC;SPRY2;SRC;SRPX2;SSH1;SYDE1;TEK;TGFB1;THBS1;THY1;TIAM1;TMSB4X;TNFAIP6;TWIST2;ZC3H12A	geneontology_Biological_Process
95	GO:0001667	ameboidal-type cell migration	http://amigo.geneontology.org/amigo/term/GO:0001667	326	91	32.9052735337605	2.76551416315184	0	0	284;301;348;388;397;652;659;958;1634;1839;1906;1942;1947;1948;1969;2013;2050;2113;2191;2241;2246;3164;3357;3673;3688;3911;4017;4163;4215;4223;4627;4846;4851;5176;5335;5371;5743;5793;5797;6091;6385;6405;6672;6678;6714;7010;7026;7040;7057;7076;7114;7291;7763;7857;8482;8692;8817;8828;8829;8874;9037;9314;9353;9448;9475;9647;9839;10013;10509;10512;10769;23129;23380;23499;25959;27086;27286;29775;29941;51564;54910;57381;57449;57715;64321;64750;80149;84159;85360;153090;168667	ANGPT1;ANXA1;APOE;ARHGDIB;ARHGEF7;ARID5B;BMP4;BMPER;BMPR2;CARD10;CD40;DAB2IP;DCN;EDN1;EFNA1;EFNB1;EFNB2;EMP2;EPHA2;EPHB4;ETS1;FAP;FER;FGF1;FGF18;FOXP1;HBEGF;HDAC6;HDAC7;HTR2B;HYAL2;ITGA2;ITGB1;KANK2;KLF4;LAMA5;LOXL2;MACF1;MAP3K3;MAP4K4;MCC;MEOX2;MYH9;NOS3;NOTCH1;NR2F2;NR4A1;NRP1;NRP2;PKN3;PLCG1;PLEKHG5;PLK2;PLXND1;PML;PPM1F;PTGS2;PTPRG;PTPRM;RHOB;RHOJ;ROBO1;ROCK2;SCG2;SDC4;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINF1;SLIT2;SMURF2;SOX17;SP100;SPARC;SRC;SRGAP2;SRPX2;SYDE1;TEK;TGFB1;THBS1;TIMP1;TMSB4X;TWIST1;ZC3H12A;ZEB2;ZFAND5	geneontology_Biological_Process
